image_id,text
11073,স্থানীয় ও জাতীয় উৎসবের সময় এই খাল আলোকসজ্জা ও সাজসজ্জায়
11074,"হেমিলিউকা স্টোনেই, প্যাঙ্গোলা-গ্রাস মথ বা স্টোনস বাকমোথ স্যাটার্নিডেয়া পরিবারের একটি"
11075,পোকা। প্রজাতিটি প্রথম ১৯৯৩ সালে ক্লদ লেমায়ার দ্বারা বর্ণনা করা
11076,হয়েছিল। এই প্রজাতিটি মধ্য এবং উত্তর আমেরিকায় পাওয়া যায়।
11077,রাস্তার পাশের থেকে নিজেকে বাঁচাতে এবং তার সত্যিকারের ভালবাসার সন্ধান
11078,করতে মাহি নিজেকে একজন কালো মহিলা হিসাবে ছদ্মবেশ দিতেন। এদিকে
11079,একটি নম্র ছেলে আপন এবং একটি গুন্ড-টাইপড ছেলে সোনারাম তার
11080,প্রেমে পড়ে যায়। মাহি কি তার সত্যিকারের প্রেম খুঁজে পাবে?
11081,যে দুটি পদ্ধতি নিয়ে পরীক্ষা-নিরীক্ষা চলছে সেগুলি হলোঃ চৌম্বকীয় অবরোধ
11082,এবং বটিকা ফিউশান। বদ্ধপ্রান্তীয় চৌম্বকীয় অবরোধ পদ্ধতিতে টোকাম্যাক নামক একটি
11083,টরয়েড আকৃতির বিক্রিয়কের মধ্যে প্লাজমা ধারণ করা হয়। এই বিক্রিয়কের
11084,মধ্যে শক্তিশালী চৌম্বকক্ষেত্রের সাহায্যে আয়নিত প্লাজমাকে নির্দিষ্ট পথে এমনভাবে চালনা
11085,করা হয় যেন প্লাজমাকণাগুলি ধারকের দেয়ালের সংস্পর্শে আসতে না পারে।
11086,আর মুক্তপ্রান্তীয় চৌম্বক ব্যবস্থায় একটি ঋজু বিস্তাররোধ পাত্রের দুই মুখে
11087,তৈরীকৃত চৌম্বক আরশিযুগল (শক্তিশালী চৌম্বকক্ষেত্রযুগল) এর মাঝে প্লাজমাকে আটকে ফেলা
11088,হয়। বটিকা ফিউশান পদ্ধতির মূল লক্ষ্য হলো নিউক্লীয় জ্বালানীর একটি
11089,ছোট্ট বটিকাকে লেজার বা ইলেকট্রন-রশ্মির সাহায্যে উত্তপ্ত করে এত দ্রুত
11090,"সংকুচিত করা যে, বটিকাটি শতটুকরো হয়ে ছড়িয়ে পড়ার আগেই যাতে"
11091,লুনা ই-৬এলএস নং. ১১২ মহাকাশযানটি ১৯৬৮ সালের ৭ ফেব্রুয়ারি ১০:৪৩:৫৪
11092,ইউটিসি-এ বাইকোনুরের সাইট ১/৫ থেকে ব্লক-এল উচ্চ-স্তর যুক্ত একটি মোলনিয়া-এম
11093,৮কে৭৮এম বাহক রকেটের উপরে বসিয়ে উৎক্ষেপণ করা হয়েছিল। উড্ডয়নের তৃতীয়
11094,"পর্যায়ে এর একটি জ্বালানী ভালভ বা খাঁড়ি আটকে যায়, যার"
11095,ফলে গ্যাস জেনারেটর স্বাভাবিকের চেয়ে বেশি হারে জ্বালানী গ্রহণ করে।
11096,উৎক্ষেপণের ৫২৪.৬ সেকেন্ড পরই রকেটটির জ্বালানি শেষ হয়ে যায় এবং
11097,এর ফলে এটি কক্ষপথে পৌঁছাতে ব্যর্থ হয়। এই অভিযান সম্পর্কে
11098,তথ্য প্রকাশের আগেই নাসা সঠিকভাবে সনাক্ত করতে সক্ষম হয় যে
11099,এটি চাঁদের চারপাশের কক্ষপথে একটি মহাকাশযান স্থাপন করার প্রচেষ্টা ছিল
11100,এবং পরবর্তীতে প্রেরিত লুনা ১৪ মহাকাশযানে একই কনফিগারেশন ব্যবহৃত হয়।
11101,"ফ্রান্সের লেজিগানান-লা-ক্যাবে, স্পেনের ওর্সে, ইতালির মন্টে পোগিওলো এবং বুলগেরিয়ার কোজার্নিকা"
11102,ইউরোপের প্রাচীনতম প্যালিওলিথিক স্থান এবং এগুলো ভূমধ্যসাগরীয় অববাহিকার আশেপাশে অবস্থিত।
11103,চলচ্চিত্রটি ১৯৭৫ সালের ২১শে মে মুক্তি পায়। এটি ব্যবসাসফল হয়
11104,এবং পূর্ববর্তী কাজে অসফল হওয়ার পর পুনরায় সেই সুপ্ত ধারাবাহিককে
11105,এবং পাশাপাশি সেলার্সের কর্মজীবনকে পুনরুজ্জীবিত করে। চলচ্চিত্রটি শ্রেষ্ঠ সঙ্গীতধর্মী বা
11106,হাস্যরসাত্মক চলচ্চিত্র বিভাগে গোল্ডেন গ্লোব পুরস্কারসহ তিনটি বিভাগে গোল্ডেন গ্লোব
11107,স্টোরগাটানের রাস্তার পাশে উমিয়া মিউনিসিপ্যালিটির একাধিক ঐতিহাসিক ভবন এবং শহরের
11108,"পাঁচটি বড় পার্ক রয়েছে। গড়ে প্রতিদিন ৮,৯০০ যান এই রাস্তার"
11109,মাদার! ৭৪ তম ভেনিস আন্তর্জাতিক চলচ্চিত্র উৎসবে গোল্ডেন সিংহের হয়ে
11110,"প্রতিযোগিতা করার জন্য নির্বাচিত হয়েছিল এবং সেপ্টেম্বর ৫, ২০১৭ এ"
11111,"সেখানে প্রিমিয়ার হয়েছিল।  এটি প্যারামাউন্ট পিকচার্স কর্তৃক ১৫ সেপ্টেম্বর,"
11112,২০১৭ সালে মার্কিন যুক্তরাষ্ট্রে মুক্তি পেয়েছিল এবং ৩০ মিলিয়ন ডলার
11113,বাজেটের মধ্যে বিশ্বব্যাপী ৪৪ মিলিয়ন ডলার আয় করেছে। যদিও চলচ্চিত্রটি
11114,"সমালোচকদের কাছ থেকে সাধারণত ইতিবাচক পর্যালোচনা পেয়েছিল, তবে এর বাইবেলিক"
11115,স্টেডিয়ামের চতুর্দিকে জাকারান্দা গাছের আচ্ছাদন রয়েছে। ভিতরে রয়েছে সুন্দর প্যাভিলিয়ন।
11116,হারারে স্টেডিয়ামটি নগরের কেন্দ্রস্থলে অবস্থিত। এর একপাশে রয়েছে প্রেসিডেন্সিয়াল প্যালেস
11117,"ও অন্য পার্শ্বে রয়্যাল হারারে গলফ ক্লাব। অক্টোবর, ১৯৯২ থেকে"
11118,টেস্ট ক্রিকেট খেলা উদ্বোধনের পর টেস্ট ও একদিনের আন্তর্জাতিক ক্রিকেট
11119,খেলার জন্য দেশের প্রধান মাঠের মর্যাদা পেয়ে আসছে। মাঠে দর্শক
11120,ধারণ সংখ্যা দশ হাজার হলেও প্রয়োজনে অস্থায়ীভাবে আসন সংখ্যা বাড়ানো
11121,যায়। ১৯৫৬ সালে এ মাঠে সর্বোচ্চ ছাব্বিশ হাজার দর্শক এসেছিলেন
11122,দেবলীনা অনিমা ভট্টাচার্য ভরতনাট্যম ১৯৮৫ সালের ২২-এ আগস্ট আসামের এক
11123,বাঙালি পরিবারে জন্মগ্রহণ করেন। তিনি তার মা এবং ভাই এর
11124,সাথে গুরুগ্রামে থাকেন। তিনি আসামের শিবসাগর-এর গোধূলি ব্রাউন মেমোরিয়াল ইংলিশ
11125,উচ্চ বিদ্যালয় থেকে তাঁর পড়াশোনা করেন। পরে তিনি নতুন দিল্লি
11126,তে ন্যাশনাল ইনস্টিটিউট অফ ফ্যাশন এন্ড টেকনোলজি থেকে উচ্চ শিক্ষা
11127,মুহাম্মদ ইসহাক ১৮৮৩ সালে ফেনীতে জন্মগ্রহণ করেন। তিনি স্থানীয় মাদ্রাসা
11128,থেকে প্রাথমিক শিক্ষা অর্জন করেন। পরবর্তীতে তিনি কুমিল্লার একটি মাদ্রাসার
11129,"আলিম শ্রেণীতে ভর্তি হন। পরবর্তীতে, তিনি মক্কা গমন করেন। তিনি"
11130,সেখানকার সাওলাতিয়্যা মাদ্রাসায় ভর্তি হন। তিনি মাদ্রাসাটিতে এগারো বছর ধরে
11131,ইসলাম ও আরবি ভাষা নিয়ে পড়াশোনা করেন। তিনি শায়খুদ-দালায়িল আবদুল
11132,হক মুহাজির সাহচর্যে থেকে পড়াশোনা করেছিলেন যিনি তাকে পোষ্যপুত্র হিসেবে
11133,"গ্রহণ করেছিলেন। পরবর্তীতে, তিনি ঐ মাদ্রাসার শিক্ষক হিসেবে নিযুক্ত হন।"
11134,তিনি তখন সুফিসাধনায়ও নিয়োজিত ছিলেন। তিনি শায়খুদ-দালায়িল আবদুল হক মুহাজিরের
11135,১৮৫৪ সালে রিও দি জানেরিওতে স্থানান্তরিত হন। বৃত্তি নিয়ে সেখানে
11136,তিনি একাডেমিয়া ইম্পেরিয়াল ডি বেলাস আর্তেসে (ইম্পেরিয়াল একাডেমি অব ফাইন
11137,আর্টস) ভর্তি হন। আরও পড়াশোনার জন্যে তিনি ইউরোপে পাড়ি জমান।
11138,"প্যারিসের একোল দে বোজার-আর্টসে জ্যঁ-অগাস্তে-ডমিনিক ইংগ্রেস, হিপ্পোলাইত ফ্লান্দারিন ও কার্ল-হোরেস"
11139,ভার্নেটের ছাত্র ছিলেন তিনি। তার চিত্রকর্মের জন্য সেখানে তিনি তাদের
11140,প্রশংসা কুড়ান। ১৮৬৮ সালে ব্রাসেলস বিশ্ববিদ্যালয় থেকে বিজ্ঞানে ডক্টরেট ডিগ্রী
11141,সাতটি ক্যারিবীয় দলের মাঝে এ প্রতিযোগিতাটি অনুষ্ঠিত হয়। মাঝে-মধ্যে অন্যান্য
11142,"দেশের দলও এতে অংশ নেয়। চারটি ক্যারিবীয় দল - বার্বাডোস,"
11143,"গায়ানা, জ্যামাইকা এবং ত্রিনিদাদ ও টোবাগো তাদের দেশ থেকে এবং"
11144,দুইটি দল - লিওয়ার্ড আইল্যান্ডস ও উইন্ডওয়ার্ড আইল্যান্ডস দল এতে
11145,অংশ নেয়। শেষের দুইটি দল কম্বাইন্ড আইল্যান্ডস নামে কয়েকটি দেশ
11146,ও অঞ্চলকে যুক্ত করে পূর্বে অংশ নিয়েছিল। ২০০৭-০৮ মৌসুমের শুরুতে
11147,কম্বাইন্ড ক্যাম্পাসেস ও কলেজের ক্রিকেট দল (সিসিসি ক্রিকেট দল) এ
11148,"প্রতিযোগিতায় যুক্ত হয়। তবে, জুলাই, ২০১৪ সালে ডব্লিউআইসিবি ঘোষণা করে"
11149,"যে, ডব্লিউআইসিবির ক্রিকেট পরিচালক রিচার্ড পাইবাস মার্চ, ২০১৪ সালের এক"
11150,বিবাহের এই রূপটি ধরে ছিল যে বিবাহের মাধ্যমে জন্ম নেওয়া
11151,"পুত্র দশ পূর্বপুরুষ, দশ বংশধর এবং নিজের পাপ মোচন করে।"
11152,"মহাভারতে, এটি পাওয়া যায় যে ক্ষত্রিয়রা ব্রাহ্ম বিবাহের অনুশীলন করত,"
11153,"যদিও এটির নামের দ্বারা প্রস্তাবিত, এটি বেশিরভাগই ব্রাহ্মণদের দ্বারা অনুশীলন"
11154,রাজা নারাইয়ের (১৬৫৬-১৬৮৮) অধীনে সম্ভবত প্রথম সিয়ামের (থাইল্যান্ড) জন্য প্রথম
11155,পতাকা উত্তোলন করা হয় যার রঙ ছিল লাল। পরবর্তীকালে নৌ-পতাকা
11156,"(বৌদ্ধের চাকা), চক্রের মাঝে সাদা হাতি অথবা সাদা গোলাকৃতি পটভূমির"
11157,"মারিয়ানি জংশনে তিনটি প্ল্যাটফর্ম, দুটি ডাবল-বেড রিটায়ারিং রুম, কম্পিউটারাইজড রেলওয়ে"
11158,"রিজার্ভেশন সিস্টেম, পার্কিং সুবিধা, নিরামিষ খাবারের স্টল এবং বিনামূল্যের উচ্চ"
11159,রেনেসাঁ বলতে সাধারণত নির্দেশ করা হয় মধ্যযুগের অন্তিম পর্যায় ও
11160,পাশ্চাত্য আধুনিক যুগের আদি পর্যায়কে। তবে এই তারিখ নির্ণয়ের সমস্যাগুলি
11161,বিতর্কের সৃষ্টি করেছে: ১২শ শতকে ইউরোপিয়ান শিক্ষাগ্রহণের একটি নবজাগরণ বর্তমানে
11162,"স্বীকৃত হয়েছে, অন্যদিকে ১৮শ শতকের আলোকিত যুগ রেনেসাঁ সম্বন্ধীয় বুদ্ধিবৃত্তিক"
11163,প্রবণতার একটি ধারাবাহিকতা বা সম্প্রসারণ। সাধারণত শব্দটি নির্দেশ করে ১৫শ
11164,"ও ১৬শ শতকের সম্মিলিত বুদ্ধিবৃত্তিক ও শৈল্পিক রুপান্তরণ, যার অন্তর্গত"
11165,"মানবধর্ম, রোমীয়মতবিরোধী (প্রটেস্ট্যান্ট) ব্যক্তিস্বাতন্ত্র্য, কোপার্নিকাসের জ্যোতির্বিদ্যা, এবং আমেরিকার 'আবিষ্কার'।"
11166,ঘরোয়া প্রথম-শ্রেণীর দক্ষিণ আফ্রিকান ক্রিকেটে নর্দার্নস ও ওয়েস্টার্ন প্রভিন্স দলের
11167,প্রতিনিধিত্ব করেন পিটার মালান। দলে তিনি মূলতঃ অল-রাউন্ডার হিসেবে খেলছেন।
11168,দলের বিশিষ্ট সদস্যদের মধ্যে রয়েছেন চলচ্চিত্র পরিচালক এবং প্রাক্তন চিকিৎসক
11169,লেনা আইনহর্ন এবং আণবিক জীববিজ্ঞান এবং রসায়নের অধ্যাপক ও রাজকীয়
11170,স্বামী বিবেকানন্দের ডাকে সাড়া দিয়ে ভগিনী নিবেদিতা ১৮৯৮ সালে ভারতে
11171,"আসেন। বিবেকানন্দের বন্ধু ও ভক্ত জোসেফিন ম্যাকলাউড বিবেকানন্দকে জিজ্ঞাসা করেন,"
11172,"নিবেদিতা কীভাবে তাকে সাহায্য করতে পারেন। বিবেকানন্দ উত্তর দেন, ""ভারতকে"
11173,"ভালবেসে""। এই সময় নিবেদিতা ভারতীয়দের ইতিহাস, সংস্কৃতি, বৈদিক ধর্ম, হিন্দুধর্ম"
11174,কামারপুকুরের সাদা বোঁদে কে কবে প্রথম প্রস্তুত করেছিলেন তার সম্বন্ধে
11175,কোন তথ্য পাওয়া যায় না। আদিতে কামারপুকুরে এই সাদা বোঁদে
11176,তৈরী করতেন বিশেষ কিছু হাতে গোনা পরিবার। আনুমানিক ১২০০ বঙ্গাব্দ
11177,অর্থাৎ ১৭৯৩-৯৪ সাল নাগাদ কামারপূকুরে সাদা বোঁদে তৈরী করতেন জনৈক
11178,"মধুসূদন মোদক। গদাধর চট্টোপাধ্যায়, যিনি পরবর্তীকালে রামকৃষ্ণ পরমহংস বা ঠাকুর"
11179,"বলে খ্যাত হন, ১৮৩৬ সালে কামারপুকুরের জন্মগ্রহণ করেন। রামকৃষ্ণ পরমহংসের"
11180,জন্ম ভিটে ছিল মোদক বাড়ির পাশেই। একটি মত অনুসারে গদাধর
11181,চট্টোপাধ্যায় মধুসূদন মোদকের পুত্র দুর্গাদাসের বাল্যবন্ধু ছিলেন। বালক গদাধর তার
11182,বন্ধু দুর্গাদাসের বাড়িতে গেলেই সাদা বোঁদে খেতেন। অন্য মতে গদাধর
11183,দুর্গাদাস মোদকের পুত্র সত্যকিঙ্করের দোকান থেকে সাদা বোঁদে কিনে খেতেন।
11184,সেই থেকে আজীবন কামারপুকুরের সেই সাদা বোঁদে খেতে খুব ভালোবাসতেন
11185,রামকৃষ্ণ পরমহংস। রামকৃষ্ণ কথামৃতে কামারপুকুরের সাদা বোঁদের উল্লেখ রয়েছে। কামারপুকুর
11186,মঠ ও মিশনের অধ্যক্ষ স্বামী লোকত্তরানন্দর মতে রামকৃষ্ণ সাদা বোঁদে
11187,"এটি লন্ডন, বুদাপেস্ট, জেদ্দা এবং নিওম সহ বিভিন্ন স্থানে আন্তর্জাতিকভাবে"
11188,চিত্রগ্রহণ হয়েছে । সাউন্ড ট্র্যাক কম্পোজ করেছেন প্রীতম । এর
11189,সম্পাদনা এবং সিনেমাটোগ্রাফি যথাক্রমে হিরানি এবং সিকে মুরালীধরন দ্বারা পরিচালিত
11190,"ঘরোয়া প্রথম-শ্রেণীর পাকিস্তানি ক্রিকেটে রাওয়ালপিন্ডি, মুলতান, পাকিস্তান কাস্টমস ও পাকিস্তান"
11191,ইন্টারন্যাশনাল এয়ারলাইন্স দলের প্রতিনিধিত্ব করেন। দলে তিনি মূলতঃ ডানহাতি ফাস্ট
11192,"১৯৯৯ সালে সন্তোষ সিংকে খালাস দিলে তদন্ত সংস্থা সিবিআই, ২৯"
11193,এ. এফ. এম. আওরঙ্গজেব চট্টগ্রাম বিশ্ববিদ্যালয় থেকে স্নাতক (সম্মান) ও
11194,স্নাতকোত্তর ডিগ্রি লাভ করেন। পরবর্তীকালে তিনি বেলজিয়ামের খ্যাতনামা বিশ্ববিদ্যালয় থেকে
11195,গ্লোবাল ম্যানেজমেন্ট অ্যান্ড ডেভেলপমেন্ট এ এমএস এবং চট্টগ্রাম বিশ্ববিদ্যালয় থেকে
11196,সাধারণ জৈব যৌগ কার্বক্সিলিক অ্যাসিড সমূহের অম্লীয় ধর্ম তাদের কার্বক্সিল
11197,দৃঢ এসিড। অনুবন্ধী ক্ষারকের স্থিতিশীলতা অ্যাসিডটির অম্লত্ব প্রকাশ করে। অন্যান্য
11198,অনুমোদন করতে পারে। জীব তন্ত্রে কেবল এই গ্রুপগুলোকে জৈব অ্যাসিড
11199,"হিসেবে মূল্যায়ন করা হয় না। ফল, মূল-এ বেশি জৈব অ্যাসিড"
11200,হিমাচল প্রদেশের অপর নাম দেবভূমি (দেবতাদের দেশ)। ঋগ্বৈদিক যুগের পূর্ব
11201,থেকেই এই অঞ্চলে ইন্দো-আর্য প্রভাব লক্ষিত হয়। অ্যাংলো-গোর্খা যুদ্ধের পর
11202,এই অঞ্চল ব্রিটিশ ঔপনিবেশিক সরকারের অধীনস্থ হয়। পার্বত্য পাঞ্জাবের সিবা
11203,অংশ প্রথম দিকে পাঞ্জাবের অন্তর্গত হয়। উল্লেখ্য সিবা রাজ্য ১৮৫৭
11204,সাল পর্যন্ত মহারাজা রঞ্জিত সিংহের শাসনাধীন ছিল। ১৯৫০ সালে হিমাচল
11205,একটি কেন্দ্রশাসিত অঞ্চল ঘোষিত হয়। এরপর ১৯৭০ সালের হিমাচল প্রদেশ
11206,রাজ্য আইন অনুযায়ী ১৯৭১ সালের জানুয়ারিতে ভারতীয় প্রজাতন্ত্রের অষ্টাদশ রাজ্য
11207,হিসেবে আত্মপ্রকাশ করে। এ রাজ্যে বহু স্বনামধন্য বোর্ডিং স্কুল অবস্থিত।
11208,সংস্থাটিকে ১৯৬২ সালের সূচনালগ্ন থেকে সৌদি সরকার কর্তৃক অর্থায়ন করা
11209,ডলারে বৃদ্ধি পেয়েছিল। যেহেতু সংস্থাটি সৌদি আরব থেকে এককভাবে ব্যাপক
11210,"অর্থায়ন পেয়েছে, তাই সংস্থাটি সৌদি রাষ্ট্রের প্রচারিত এবং প্রচলিত ইসলামী"
11211,"নীতির প্রতিনিধি হিসাবে ব্যাপকভাবে স্বীকৃত। সৌদি আরবের আধুনিকীকরণ এজেন্ডা, ভিশন"
11212,"২০৩০ এর অধীনে, দেশটি ইসলামের একটি মধ্যপন্থী রূপ গ্রহণ করেছে,"
11213,যা বিশ্ব মুসলিম লীগ সৌদি আরব এবং সারা বিশ্বে প্রচার
11214,করতে চায়। সংস্থাটিকে ব্যাপকভাবে সালাফিবাদের প্রচারমাধ্যম হিসেবে গণ্য করা হয়।
11215,"ইসলামের অক্সফোর্ড অভিধান উল্লেখিত যে ""সংস্থাটি সৌদি আরব সরকারের মুখপত্র"
11216,"ধমনির প্রাচীর পুরু ও স্থিতিস্থাপক, ধমনির প্রাচীর তিন স্তর বিশিষ্ট"
11217,৷ ধমনিতে কপাটিকা বা পর্দা থাকে না৷ এর নালিপথ সরু৷
11218,হৃৎপিণ্ডের প্রত্যেক সংকোচনের ফলে দেহের ছোটবড় সব ধমনিতে রক্ত তরঙ্গের
11219,ন্যায় প্রবাহিত হয়৷ এতে ধমনিগাত্র সংকুচিত ও প্রসারিত হয়৷ ধমনির
11220,এই স্ফীতি ও সংকোচনকে নাড়ির স্পন্দন বলে৷ ধমনির ভিতর রক্ত
11221,"প্রবাহ, ধমনিগাত্রের সংকোচন ও প্রসারণ, স্থিতিস্থাপকতা নাড়িস্পন্দনের প্রধান কারণ৷ হাতের"
11222,কবজির উপর হাত রেখে নাড়িস্পন্দন অনুভব করা যায়৷ তবে নাড়িস্পন্দন
11223,এমন ভাবে অনুভব করতে হবে যেন হাতের তর্জনী হৃৎপিণ্ডের দিকে
11224,বিশ্বকাপের জন্য বিডিং প্রক্রিয়া এখনো শুরু হয়নি। ২০৩৪ ফিফা বিশ্বকাপের
11225,জন্য কিছু প্রাথমিক বিড প্রস্তাব করা হয়েছে। নিম্নলিখিত দেশগুলি বিডিংয়ে
11226,"সারা দে ভাসকনসেলোস কারভালহো বেইরাও (তিনি পেশাগতভাবে ""সারা"" ব্যবহার করতেন)"
11227,১৮৮০ সালের ৩০শে জুলাই পর্তুগালের তাবুয়াতে জন্মগ্রহণ করেছিলেন। তিনি ছিলেন
11228,মারিয়া জোসে দা কোস্টা ম্যাথিয়াস এবং ডাক্তার ফ্রান্সিসকো ডি ভাসকনসেলোস
11229,"কারভালহো বেইরোর কন্যা। তিনি পোর্তোতে অধ্যয়ন করেছিলেন, সেই সময়ে খুব"
11230,কম মেয়ের কাছেই শিক্ষার আলো পৌঁছেছিল। তিনি ১৮ বছর বয়সে
11231,সংবাদপত্রের জন্য কাজ করা শুরু করেন। তাঁর কাজ করা সংবাদপত্রগুলির
11232,মধ্যে ছিল তাঁর পিতার দ্বারা প্রতিষ্ঠিত সাময়িকী ও তাবুয়েন্স (পর্তুগিজ:
11233,শহরটির অবস্থানের অক্ষাংশ ও দ্রাঘিমাংশ হল ২১°৫৪′ উত্তর ৮৭°৩২′ পূর্ব
11234,দোমিঙ্গেস ২০১১ সালে ইকুয়েডরের হয়ে আন্তর্জাতিক পর্যায়ে অভিষেক করেছেন; ইকুয়েডরের
11235,দি ইন্টারন্যাশনাল ইউনিভার্সিটি অফ স্কলার্স ২০১৫ সালে বাড্ডায় পাঁচটি বিভাগ
11236,নিয়ে প্রতিষ্ঠিত হয়। সরকার ২০১৬ সালের ১১ই জানুয়ারী এ বিশ্ববিদ্যালয়টিকে
11237,অনুমতি প্রদান করে; আবেদনটি পূরণ করেন জামিল হাবিব। নিউ এজ
11238,পত্রিকার রিপোর্ট অনুযায়ী ২০২২-এর ৪ আগস্ট বিশ্ববিদ্যালয়ে শুধুমাত্র একজন পূর্ণ
11239,"২০১৯ সালে, শাডে জার্মানি অনূর্ধ্ব-১৮ দলের হয়ে জার্মানির বয়সভিত্তিক পর্যায়ে"
11240,অভিষেক করেছিলেন। প্রায় চার বছর যাবত জার্মানির বয়সভিত্তিক দলের হয়ে
11241,"খেলার পর, তিনি ২০২৩ সালে জার্মানির হয়ে আন্তর্জাতিক পর্যায়ে অভিষেক"
11242,করেছেন; জার্মানির জার্সি গায়ে তিনি এপর্যন্ত ৩ ম্যাচে অংশগ্রহণ করেছেন।
11243,সিকো সম্ভবত তার হাতঘড়ির জন্য সবচেয়ে পরিচিত. সিকো এবং রোলেক্স
11244,শুধুমাত্র দুটি ঘড়ির কোম্পানি উল্লম্বভাবে সমন্বিত বলে মনে করা হয়।
11245,"সিকো একটি ঘড়ির সমস্ত উপাদান নকশা এবং বিকাশ করতে সক্ষম,"
11246,"সেইসাথে একত্রিত করতে, সামঞ্জস্য করতে, পরিদর্শন করতে এবং ঘরে পৌঁছে"
11247,"দিতে সক্ষম৷ সিকোর যান্ত্রিক ঘড়ি প্রায় ২০০টি যন্ত্রাংশ নিয়ে গঠিত,"
11248,এবং কোম্পানির কাছে এই সমস্ত যন্ত্রাংশের নকশা এবং তৈরি করার
11249,ডানকান ফ্লেচার দক্ষিণ রোডেশিয়ার সলিসবারিতে জন্মগ্রহণ করেন যা বর্তমানে জিম্বাবুয়ের
11250,হারারে এলাকায় অবস্থিত। রোডেশিয়ার কৃষক পরিবারের সন্তান ফ্লেচারের আরও চার
11251,ভাই রয়েছে। তার বোন অ্যান গ্র্যান্ট মস্কোতে অনুষ্ঠিত ১৯৮০ সালের
11252,গ্রীষ্মকালীন অলিম্পিক গেমসে জিম্বাবুয়ের প্রমিলা হকি দলের অধিনায়কত্ব করেন ও
11253,"দলকে স্বর্ণপদক প্রাপ্তিতে সহায়তা করেন। এছাড়াও, অ্যালান ফ্লেচার নামীয় এক"
11254,ভাই রোডেশিয়া ক্রিকেট দলের হয়ে ১৯৭০-এর দশকের শেষার্ধে প্রথম-শ্রেণীর ক্রিকেট
11255,২১ জানুয়ারী ২০১৯- এ ২০১৯ এসিসি ওয়েস্টার্ন রিজিওন টি২০ প্রতিযোগিতায়
11256,"ঘটে। একই বছরের,সেপ্টেম্বরে ২০১৯ সালে, তাকে ২০১৯ মালয়েশিয়া ক্রিকেট বিশ্বকাপ"
11257,চ্যালেঞ্জ লীগ এ প্রতিযোগিতার জন্য কাতারের দলে মনোনীত করা হয়েছিল।
11258,"একই মাসের ১৭ সেপ্টেম্বর,ক্রিকেট বিশ্বকাপ চ্যালেঞ্জ লীগ এ প্রতিযোগিতায়"
11259,সিঙ্গাপুরের বিপক্ষে কাতারের হয়ে লিস্ট এ ক্রিকেট অভিষিক্ত হন।
11260,"২০২১ সালের অক্টোবরে,  ২০২১ আইসিসি পুরুষদের টি-টোয়েন্টি বিশ্বকাপ এশিয়া"
11261,বাছাইপর্বের গ্রুপ এ ম্যাচের জন্য কাতারের দলে তাকে নির্বাচিত করা
11262,তিনি হোসে মারিয়া ডি আলমেইদা অ্যালভেস ক্যাটানো এবং তার প্রথম
11263,স্ত্রী জোসেফ মারিয়া ডাস নেভেসের পুত্র ছিলেন। লাইসেন্সধারী এবং পরে
11264,"আইন বিভাগে স্নাতক ডিগ্রি লাভ করেন, বিশ্ববিদ্যালয়ের আইন অনুষদ আইন"
11265,"অনুষদ এ ক্যাথ্রেডিক প্রফেসর ছিলেন লিসবন, যেখানে তিনি স্নাতক এবং"
11266,তিনি ৯ তম ডিন রেক্টর। একটি রক্ষণশীল রাজনীতিবিদ এবং আত্মনির্ভরশীল
11267,"প্রতিক্রিয়াশীল তার যুবক, অ্যান্টনিও ডি অলিভিয়া সালাজার অ্যানটোনিও ডি অলিভিয়ারা"
11268,সালাজার শাসনের অধীনে ১৯৩২ সালে কাতানো তার রাজনৈতিক কর্মজীবন শুরু
11269,"করেন। তিনি শীঘ্রই ""এস্তাদো নোভো"" সরকারের একটি গুরুত্বপূর্ণ ব্যক্তিত্ব হয়ে"
11270,ওঠে এবং ১৯৪০ সালে পর্তুগিজ যুব সংগঠনের প্রধান নিযুক্ত হন।
11271,"ক্যাটানো বিশ্ববিদ্যালয়ে তার একাডেমিক কর্মজীবনে অগ্রগতি, বিভিন্ন কাজ প্রকাশ এবং"
11272,"আইন লিক্যুটিং আইন রাজনৈতিক কারণের কারণে কারাগারে আলভারো কুনহাল, আইন"
11273,"ছাত্র, ভবিষ্যতে নেতা এবং পর্তুগিজ কমিউনিস্ট পার্টি প্রতিষ্ঠাতা, একটি ফ্যাকাল্টি"
11274,জুরির আগে গর্ভপাত বিষয়ে তার চূড়ান্ত থিসিস জমা দেয় যে
11275,মার্কস্লো ক্যাটাটো অন্তর্ভুক্ত ১৯৪৪ এবং ১৯৪৭ সালের মাঝামাঝি ক্যাটানো উপনিবেশের
11276,মন্ত্রী ছিলেন এবং ১৯৪৭ সাল থেকে জাতীয় ইউনিয়নের নির্বাহী বোর্ডের
11277,সভাপতি। তিনি কোর্তীয় চেম্বারের ১৯৪৯ ও ১৯৫৫ সালের মধ্যে রাষ্ট্রপতি
11278,টেলিযোগাযোগ এবং সিগনাল প্রোসেসিং এ কোন তরঙ্গের তাৎক্ষণিক কম্পাঙ্কের পরিবর্তনের
11279,সাথে সাথে বাহক তরঙ্গের পরিবর্তনের মাধ্যমে তথ্য এনকোড করার প্রক্রিয়াকে
11280,১৯৯৮ থেকে ২০১৮ অবধি প্রায় বিশ বছর যাবৎ হাঁথিয়ালের বাসিন্দারা
